2026/08/30 09:03:48.859, 2522 MHz, 48, 15.77 W, 0 %
2026/08/30 09:03:53.866, 2522 MHz, 53, 21.44 W, 96 %
2026/08/30 09:03:58.868, 2489 MHz, 58, 59.05 W, 96 %
2026/08/30 09:04:03.869, 2502 MHz, 56, 35.41 W, 94 %
2026/08/30 09:04:08.869, 2483 MHz, 59, 54.28 W, 96 %
2026/08/30 09:04:13.870, 2502 MHz, 59, 35.66 W, 94 %
2026/08/30 09:04:18.871, 2470 MHz, 63, 50.48 W, 96 %
2026/08/30 09:04:23.872, 2470 MHz, 65, 61.08 W, 96 %
2026/08/30 09:04:28.873, 2502 MHz, 62, 36.06 W, 94 %
2026/08/30 09:04:33.873, 2470 MHz, 66, 60.94 W, 96 %
2026/08/30 09:04:38.874, 2483 MHz, 64, 36.70 W, 95 %
2026/08/30 09:04:43.875, 2476 MHz, 67, 57.61 W, 96 %
2026/08/30 09:04:48.876, 2483 MHz, 65, 37.89 W, 94 %
2026/08/30 09:04:53.876, 2470 MHz, 69, 61.18 W, 96 %
2026/08/30 09:04:58.877, 2483 MHz, 66, 37.81 W, 95 %
2026/08/30 09:05:03.878, 2470 MHz, 69, 57.73 W, 96 %
2026/08/30 09:05:08.879, 2470 MHz, 70, 59.30 W, 96 %
2026/08/30 09:05:13.879, 2483 MHz, 67, 37.94 W, 95 %
2026/08/30 09:05:18.880, 2457 MHz, 70, 58.64 W, 96 %
2026/08/30 09:05:23.881, 2483 MHz, 67, 37.95 W, 94 %
2026/08/30 09:05:28.882, 2457 MHz, 71, 60.10 W, 96 %
2026/08/30 09:05:33.882, 2483 MHz, 68, 38.12 W, 94 %
2026/08/30 09:05:38.883, 2470 MHz, 71, 47.52 W, 96 %
2026/08/30 09:05:43.884, 2457 MHz, 71, 62.14 W, 96 %
2026/08/30 09:05:48.885, 2483 MHz, 68, 37.92 W, 94 %
2026/08/30 09:05:53.886, 2457 MHz, 72, 62.31 W, 96 %
2026/08/30 09:05:58.886, 2483 MHz, 68, 38.12 W, 94 %
2026/08/30 09:06:03.887, 2463 MHz, 71, 61.03 W, 96 %
2026/08/30 09:06:08.887, 2483 MHz, 68, 51.89 W, 94 %
2026/08/30 09:06:13.888, 2483 MHz, 67, 38.06 W, 94 %
2026/08/30 09:06:18.889, 2450 MHz, 73, 62.21 W, 96 %
2026/08/30 09:06:23.889, 2483 MHz, 68, 38.00 W, 95 %
2026/08/30 09:06:28.890, 2463 MHz, 72, 60.81 W, 96 %
2026/08/30 09:06:33.891, 2483 MHz, 68, 38.25 W, 95 %
2026/08/30 09:06:38.891, 2476 MHz, 70, 40.70 W, 96 %
2026/08/30 09:06:43.893, 2450 MHz, 72, 62.23 W, 96 %
2026/08/30 09:06:48.893, 2483 MHz, 68, 38.26 W, 95 %
2026/08/30 09:06:53.894, 2450 MHz, 72, 62.01 W, 96 %
2026/08/30 09:06:58.895, 2483 MHz, 68, 38.46 W, 94 %
2026/08/30 09:07:03.895, 2457 MHz, 72, 56.20 W, 96 %
2026/08/30 09:07:08.896, 2450 MHz, 73, 61.85 W, 96 %
2026/08/30 09:07:13.897, 2483 MHz, 68, 37.93 W, 94 %
2026/08/30 09:07:18.898, 2450 MHz, 73, 62.65 W, 96 %
2026/08/30 09:07:23.898, 2483 MHz, 68, 38.26 W, 93 %
2026/08/30 09:07:28.899, 2450 MHz, 72, 62.30 W, 96 %
2026/08/30 09:07:33.900, 2483 MHz, 69, 38.40 W, 94 %
2026/08/30 09:07:38.900, 2483 MHz, 68, 38.40 W, 94 %
2026/08/30 09:07:43.901, 2450 MHz, 72, 62.52 W, 96 %
2026/08/30 09:07:48.902, 2483 MHz, 69, 38.41 W, 94 %
2026/08/30 09:07:53.902, 2450 MHz, 72, 62.44 W, 96 %
2026/08/30 09:07:58.903, 2483 MHz, 69, 38.55 W, 95 %
2026/08/30 09:08:03.904, 2457 MHz, 72, 45.60 W, 96 %
2026/08/30 09:08:08.904, 2450 MHz, 73, 62.86 W, 95 %
2026/08/30 09:08:13.906, 2483 MHz, 69, 38.24 W, 94 %
2026/08/30 09:08:18.906, 2450 MHz, 73, 62.33 W, 96 %
2026/08/30 09:08:23.907, 2483 MHz, 69, 38.35 W, 94 %
2026/08/30 09:08:28.908, 2450 MHz, 73, 61.88 W, 96 %
2026/08/30 09:08:33.910, 2476 MHz, 70, 56.70 W, 95 %
2026/08/30 09:08:38.910, 2483 MHz, 69, 37.82 W, 94 %
2026/08/30 09:08:43.911, 2450 MHz, 73, 63.24 W, 96 %
2026/08/30 09:08:48.911, 2483 MHz, 69, 38.23 W, 94 %
2026/08/30 09:08:53.912, 2450 MHz, 73, 62.16 W, 96 %
2026/08/30 09:08:58.913, 2483 MHz, 69, 38.60 W, 95 %
2026/08/30 09:09:03.914, 2483 MHz, 69, 38.45 W, 94 %
2026/08/30 09:09:08.915, 2450 MHz, 73, 62.87 W, 96 %
2026/08/30 09:09:13.915, 2483 MHz, 69, 38.94 W, 94 %
2026/08/30 09:09:18.916, 2450 MHz, 74, 62.07 W, 96 %
2026/08/30 09:09:23.917, 2483 MHz, 69, 38.48 W, 94 %
2026/08/30 09:09:28.918, 2450 MHz, 74, 61.46 W, 96 %
2026/08/30 09:09:33.918, 2483 MHz, 70, 38.67 W, 94 %
2026/08/30 09:09:38.919, 2483 MHz, 69, 38.50 W, 95 %
2026/08/30 09:09:43.920, 2450 MHz, 74, 63.08 W, 96 %
2026/08/30 09:09:48.921, 2483 MHz, 70, 38.56 W, 95 %
2026/08/30 09:09:53.921, 2450 MHz, 73, 62.84 W, 96 %
2026/08/30 09:09:58.922, 2483 MHz, 70, 38.53 W, 95 %
2026/08/30 09:10:03.923, 2450 MHz, 73, 59.97 W, 96 %
2026/08/30 09:10:08.923, 2457 MHz, 71, 59.48 W, 95 %
2026/08/30 09:10:13.924, 2483 MHz, 70, 38.59 W, 94 %
2026/08/30 09:10:18.925, 2450 MHz, 73, 62.69 W, 96 %
2026/08/30 09:10:23.925, 2483 MHz, 70, 38.87 W, 95 %
2026/08/30 09:10:28.926, 2483 MHz, 68, 31.83 W, 90 %
2026/08/30 09:10:33.927, 2450 MHz, 74, 62.90 W, 96 %
2026/08/30 09:10:38.927, 2483 MHz, 69, 38.80 W, 95 %
2026/08/30 09:10:43.928, 2450 MHz, 71, 60.88 W, 95 %
2026/08/30 09:10:48.928, 2483 MHz, 70, 38.69 W, 95 %
2026/08/30 09:10:53.929, 2463 MHz, 71, 58.43 W, 96 %
2026/08/30 09:10:58.930, 2483 MHz, 70, 37.87 W, 95 %
2026/08/30 09:11:03.931, 2483 MHz, 65, 19.30 W, 0 %
2026/08/30 09:11:08.932, 2470 MHz, 71, 55.92 W, 96 %
2026/08/30 09:11:13.933, 2483 MHz, 68, 38.05 W, 95 %
2026/08/30 09:11:18.934, 2463 MHz, 72, 51.28 W, 96 %
2026/08/30 09:11:23.935, 2483 MHz, 69, 38.39 W, 95 %
